body	topic
"    TOKYO, April 15 (Reuter) - Total debt at bankrupt Japanese
companies in March shrank 65.2 percent from a year earlier to
506.48 billion yen, a private research company said on Monday.
    However, Tokyo Commerce and Industry Research Co (TSR) said
the big decrease was due to several abnormally big bankruptcies
a year earlier, and that debt could well resume rising as
business conditions remained difficult.
    The number of bankruptcies in March actually rose from a
year earlier, by 0.5 percent to 1,346."	N2:LOA
"trillion yen."""	N2:LOA
"    TOKYO, April 12 (Reuter) - The cabinet of Prime Minister
Ryutaro Hashimoto on Friday approved a set of financial bills
designed to cope with any failures of Japanese financial
institutions, Finance Minister Wataru Kubo told a news
conference on Friday."	N2:LOA
"    TOKYO, April 12 (Reuter) - The cabinet of Prime Minister
Ryutaro Hashimoto on Friday approved a set of financial bills
designed to cope with any failures of Japanese financial
institutions, Finance Minister Wataru Kubo told a news
conference on Friday.
    One of the bills calls for the use of taxpayers' money to
bail out troubled credit unions in the future, a contentious
issue which has drawn public criticism. 
    The financial bills will be submitted to parliament's Lower
House on Friday.
    The government is already under fire over the proposed use
of tax money to help liquidate bad-loan ridden housing loan
firms and the ruling coalition has been forced by opposition
pressure to agree to delay the spending for some time."	N2:LOA
"    By Tsukasa Maekawa
    TOKYO, April 16 (Reuter) - Finance Minister Wataru Kubo is
likely to assure the United States during this week's summit
that Japan is tackling a bad loan mess that has become a symbol
of the fragility of the country's financial system.
    Government sources said on Tuesday that Kubo would seek to
reassure Japan's fellow economic superpower during the Tokyo
summit that Japan is dealing effectively with its problem of
debt-burdened financial firms.
    The bad loans they hold are a lingering hangover from
Japan's 1980s \bubble economy\"" of soaring asset prices."""	N2:LOA
"mortgage firms, known as \""jusen\""."""	N2:LOA
"    London, April 16 (LPC) - Arrangers Enskilda and
Handelsbanken Markets have launched syndication of the $1.1
billion refinancing for Volvo Group Finance Europe, the
arrangers announced.
    The multi-currency revolving credit refinances a facility
arranged by the same banks in December, 1994. Final maturity is
seven years, with a margin that starts at 8.75 bps over LIBOR
for the first five years, rising to 11.25 bps thereafter.    
    The credit amortises in five equal half-yearly instalments
from year five. The facility fee is identical to the margin.
There is also a utilisation fee of five bps for drawings of more
than 50 percent.
   For further details go to <LOANS>
   LPC Newsroom 44-0171-542-4048"	N2:LOA
"    HELSINKI, April 11 (Reuter) - Finnish forest industry group
Metsa-Serla Oy said on Thursday it will issue a six-year bond of
at least 500 million markka with a fixed rate of interest."	N2:LOA
"    HELSINKI, April 11 (Reuter) - Finnish forest industry group Metsa-Serla Oy
<MESSb.HE> said on Thursday it will issue a six-year bond of at least 500
million markka with a fixed rate of interest."	N2:LOA
"comment.         --Helsinki Newsroom  +358 - 0 - 680 50 245"""	N2:LOA
"    --Helsinki Newsroom +358 - 0 - 680 50 245"""	N2:LOA
"Niaga holding 68.3 percent of U-Wood's enlarged share capital."""	N2:LOA
"and Federal Territory."""	N2:LOA
"    HELSINKI, April 12 (Reuter) - Finnish steel group
Rautaruukki Oy said on Friday it has little use for short-term
credits and its Euro Commercial Paper (ECP), which Moody's
downgraded to P3 from P2, was last in use in 1994."	N2:LOA
"    HELSINKI, April 12 (Reuter) - Finnish steel group Rautaruukki Oy <RARUk.HE>
said on Friday it has little use for short-term credits and its Euro Commercial
Paper (ECP), which Moody's downgraded to P3 from P2, was last in use in 1994."	N2:LOA
"    --Helsinki Newsroom  +358 - 0 - 680 50 245"""	N2:LOA
"    --Helsinki Newsroom  +358 - 0 - 680 50 245"""	N2:LOA
"     -- Sofia Newsroom, 359-2-328101"""	N2:LOA
"    BRATISLAVA, April 11 (Reuter) -The National Bank of
Slovakia (NBS) said on Thursday it expected in April to sign a
10 billion yen Two Step Loan II with the Export-Import Bank of
Japan.
    The NBS statment would did not specify further details of
the credit."	N2:LOA
"    BRATISLAVA, April 11 (Reuter) -The National Bank of
Slovakia (NBS) said on Thursday it expected in April to sign a
10 billion yen Two Step Loan II with the Export-Import Bank of
Japan.
    The NBS statment would did not specify further details of
the credit.
    It did say the loan would be used on development of small
and medium-sized private enterprises through domestic
commercial banks, which would be appointed in advance as
intermediators.
    -- Bratislava Newsroom, 42-7-210-3687"	N2:LOA
"    BRATISLAVA, April 11 (Reuter) -The National Bank of Slovakia
(NBS) said on Thursday it expected in April to sign a 10 billion
yen Two Step Loan II with the Export-Import Bank of Japan.
    The NBS statement gave no further details of the credit.
    It did say the loan would be used on development of small
and medium-sized private enterprises through domestic commercial
banks, which would be appointed in advance as inter-mediators.
    -- Bratislava Newsroom, 42-7-210-3687"	N2:LOA
"    TOKYO, April 12 (Reuter) - Taxpayers' money will be spent
for a government scheme to help liquidate ailing mortgage firms
as soon as mechanisms for the plan are established after the
passage of related bills, Finance Minister Wataru Kubo told a
news conference on Friday."	N2:LOA
"should be established as soon as possible.\"""""	N2:LOA
"    --Svea Herbst-Bayliss, Frankfurt Newsroom +49 69 756525"""	N2:LOA
"    --Svea Herbst-Bayliss, Frankfurt Newsroom +49 69 756525"""	N2:LOA
"    HONG KONG, April 15 (Reuter) - Guangdong Oriental Power Co
Ltd has mandated three banks to arrange a US$240 million term
loan facility, said arranger Societe Generale Asia.
    The borrower, a Sino-foreign equity joint venture company,
is developing the Phase II Zhujiang coal-fired power plant in
the Nansha Economic Development Zone of Guangzhou city.
    Shareholders are Guangzhou Electric Power Development Co Ltd
with 60 percent, Yue Xin Enterprises (Holdings) Ltd with 10
percent, Guangzhou Development Group Corp with five percent and
Hong Kong's New World Infrastructure Ltd <0301.HK> with 25
percent.
    The loan will carry a maturity of five-years but can be
extended for three years, Societe Generale said. General
syndication is expected in late May.
    Other arrangers of the loan facility are Bank of China
Guangzhou Branch and Kincheng Finance.
    Total funding for the project, including contributions from
the shareholders, amounts to about US$412 million, New World
Infrastructure said last month.
     --HK Newsroom (852) 2843 6960"	N2:LOA
"said."""	N2:LOA
"--Derivatives Desk 312-408-8750 E-mail:derivatives@reuters.com"""	N2:LOA
"--Derivatives Desk 312-408-8750 E-mail:derivatives@reuters.com"""	N2:LOA
" -- Elisaveta Konstantinova, Sofia Newsroom, 359-2-328101"""	N2:LOA
" -- Elisaveta Konstantinova, Sofia Newsroom, 359-2-328101"""	N2:LOA
"   HONG KONG, April 12 (Reuter) - The following syndicated loan
issue has been announced by arranger Credit Lyonnais.
  BORROWER  SAMSUNG ELECTRONICS            GUARANTOR --
  AMOUNT    US$155 MLN   TYPE     TERM LOAN
  MARGIN    6ML+40       MATURITY 5 YRS    AVGE LIFE --
  PUTS      NONE         CALLS    NONE     LAUNCHED  12.APR.96
  DRAWDOWN   ---         AVAIL    ---      HOME CTRY S.KOREA
  REPAYMENT BULLET                         GOV LAW   --
  NOTES     BORROWER IS LARGEST ELECTRONICS COMPANY IN KOREA
  ARRANGERS BA ASIA (NON-EUROPEAN AND NON-JAPANESE BOOKS,
            COORDINATING BOOKRUNNER) CREDIT LYONNAIS (EUROPEAN
BOOKS), DKB ASIA (JAPANESE BOOKS), KOREA
            DEVELOPMENT BANK (AGENT)
  MGT LEVELS AND FEES
           LEADS    US$10 MLN+     45 BP ALL-IN 49
           SNR MGRS US$5-7 MLN     40 BP ALL-IN 48
           MGRS     UP TO US$5 MLN 35 BP ALL-IN 47
    -- Hong Kong Newsroom (852) 2843-6371"	N2:LOA
"    HONG KONG, April 12 (Reuter) - The following issue was
announced by the arrangers.
 BORROWER SEOULBANK                        GUARANTOR   --
 AMT      US$100 MLN  COUPON    6ML+35     MATURITY    MAY 1999
 TYPE     FRN         ISS PRICE PAR        LAUNCHED   12.APR.96
 PUTS     NONE        CALLS     NONE       REPLIES    29.APR.96
 LISTING  LONDON      REPAYMENT BULLET     DENOMS      US$500K 
 RATINGS  BAA2        SALE LMTS UK/HK/KOREA/US NOT 144A
 NEG PLG  YES         CRS DEF   YES        FORCE MAJ   IPMA2
 GOV LAW  ENGLISH     HOME CTRY S.KOREA    TAX PROV    NA
 PAY DATE 14.MAY.96   NOTES     OFF US$500 MLN MTN PROGRAMME
 MGT LEVELS AND FEES  LEADS     US$7-10 MLN 21 BP ALL-IN 42
                      CO-LEAD   US$4-6  MLN 18 BP ALL-IN 41
                      CO-MGRS   US$2-3  MLN 15 BP ALL-IN 40
 ARRANGER MERRILL LYNCH, STANDARD CHARTERED INVESTMENT BANKING
    -- Hong Kong Newsroom (852) 2843-6371"	N2:LOA
"    -- Alex Smith, London Newsroom +44 171 542 7719"""	N2:LOA
"to continued losses in the provision of financial services."""	N2:LOA
"offers financial services for trade union members."""	N2:LOA
"    HONG KONG, April 12 (Reuter) - The following issue was
announced by arranger NatWest Markets.
 BORROWER   CHINA RESOURCES ENTERPRISE LTD  GUARANTOR  --
 AMOUNT     US$150 MLN  TYPE      REVOLVING CREDIT/TERM LOAN
 MARGIN     L+65BP      MATURITY  5 YRS     AVGE LIFE  4 YRS
 PUTS       NONE        CALLS     NONE      LAUNCHED   11.APR.96
 DRAWDOWN   NA          AVAIL     NA        HOME CTRY  HONG KONG
 REPAYMENT  50 PCT WILL BE REPAID AT END OF YEAR THREE AND THE
            BALANCE AT MATURITY
 GOV LAW    HONG KONG   REPLIES   END-APRIL               
 NOTES      ISSUE FULLY UNDERWRITTEN BY ARRANGERS, CO-ARRANGERS.
            PROCEEDS TO BE USED FOR GENERAL CORPORATE PURPOSES.
 ARRANGERS  BAYERISCHE LANDESBANK HK, HSBC INVESTMENT BANK ASIA,
            KLEINWORT BENSON HK AND NATWEST MARKETS.
 CO-ARGRS   BANK AUSTRIA HK, BAYERISCHE HYPOTHEKEN-UND
            WESCHSEL-BANK HK, HAMBURGISCHE LANDESBANK HK,
            INDUSTRIAL BANK OF JAPAN, KEB (ASIA) FINANCE,
            RABOBANK HK AND SAKURA BANK.
 MGT LEVELS AND FEES
   EXPANDED LEAD MGRS  US$10 MLN+    50BP  ALL-IN  77.5BP
   CO-LEAD MGRS        US$7-9.9 MLN  48BP  ALL-IN  77.0BP
   SENIOR MGRS         US$3-6.9 MLN  44BP  ALL-IN  76.0BP"	N2:LOA
"    HONG KONG, April 15 (Reuter) - The following issue was
announced by arranger Sanwa International Finance.
    The borrower is a unit of Bank of Commerce (M) Bhd, a wholly
owned subsidiary of Malaysia's Commerce Asset Holdings Bhd.
 BORROWER BANK OF COMMERCE (L) LTD
 GUARANTOR BANK OF COMMERCE (M) BHD
 AMT      US$150 MLN  COUPON    L+27.5     MATURITY    3 YRS
 TYPE     FRCD        ISS PRICE PAR        LAUNCHED    15.APR.96
 PUTS     NONE        CALLS     NONE       REPLIES     30.APR.96
 LISTING  NONE        REPAYMENT BULLET     DENOMS      US$250K 
 RATINGS  NONE        SALE LMTS STANDARD
 NEG PLG  NA          CRS DEF   NA         FORCE MAJ   NA
 GOV LAW  ENGLISH     HOME CTRY MALAYSIA   TAX PROV    NA
 PAY DATE NA          NOTES     --                      
 MGT LEVELS AND FEES  CO-LEAD   US$10 MLN+ 10.5 BP ALL-IN 31
                      CO-LEAD   US$2-4 MLN  7.5 BP ALL-IN 30
 ARRANGER SANWA INTERNATIONAL FINANCE, JP MORGAN SECURITIES
 EXPANDED LEADS BA ASIA, DKB ASIA, TOKAI ASIA, WESTLB, DRESDNER
          SOUTHEAST ASIA, HSBC MARKETS.
    -- Hong Kong Newsroom (852) 2843-6371"	N2:LOA
